varId,subCategoryId,applies_to_tabs,category,subcategory,section,question,label,dataType,lookupGroupId,associationSpecific
1641,6,True,Administrator Information,Info: Directors,Director of Diversity,Experience at the school,Administrator Information -> Info: Directors -> Director of Diversity -> Experience at the school,integer,,False
3365,6,True,Administrator Information,Info: Directors,Director of Diversity,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of Diversity -> Total Years of Service at this School,integer,,False
11315,6,True,Administrator Information,Info: Directors,Director of Diversity,Department Representation on Board,Administrator Information -> Info: Directors -> Director of Diversity -> Department Representation on Board,choiceSingle,1,False
3077,,False,Administrator Information,Info: Directors,Director of Financial Aid,Staffed Position?,Administrator Information -> Info: Directors -> Director of Financial Aid -> Staffed Position?,choiceSingle,1,False
1733,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Gender,Administrator Information -> Info: Directors -> Director of Financial Aid -> Gender,choiceSingle,98,False
13367,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Ethnicity,Administrator Information -> Info: Directors -> Director of Financial Aid -> Ethnicity,choiceSingle,89,False
13439,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Race,Administrator Information -> Info: Directors -> Director of Financial Aid -> Race,choiceSingle,90,False
1731,,False,Administrator Information,Info: Directors,Director of Financial Aid,Person of Color?,Administrator Information -> Info: Directors -> Director of Financial Aid -> Person of Color?,choiceSingle,1,False
1726,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of Financial Aid -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
1728,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Total Experience,Administrator Information -> Info: Directors -> Director of Financial Aid -> Total Experience,integer,,False
1736,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Experience at the school,Administrator Information -> Info: Directors -> Director of Financial Aid -> Experience at the school,integer,,False
3355,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of Financial Aid -> Total Years of Service at this School,integer,,False
11272,6,True,Administrator Information,Info: Directors,Director of Financial Aid,Department Representation on Board,Administrator Information -> Info: Directors -> Director of Financial Aid -> Department Representation on Board,choiceSingle,1,False
11275,,False,Administrator Information,Info: Directors,Director of Global Education,Staffed Position?,Administrator Information -> Info: Directors -> Director of Global Education -> Staffed Position?,choiceSingle,1,False
11278,6,True,Administrator Information,Info: Directors,Director of Global Education,Gender,Administrator Information -> Info: Directors -> Director of Global Education -> Gender,choiceSingle,98,False
13374,6,True,Administrator Information,Info: Directors,Director of Global Education,Ethnicity,Administrator Information -> Info: Directors -> Director of Global Education -> Ethnicity,choiceSingle,89,False
13446,6,True,Administrator Information,Info: Directors,Director of Global Education,Race,Administrator Information -> Info: Directors -> Director of Global Education -> Race,choiceSingle,90,False
11319,,False,Administrator Information,Info: Directors,Director of Global Education,Person of Color?,Administrator Information -> Info: Directors -> Director of Global Education -> Person of Color?,choiceSingle,1,False
11279,6,True,Administrator Information,Info: Directors,Director of Global Education,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of Global Education -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
11282,6,True,Administrator Information,Info: Directors,Director of Global Education,Total Experience,Administrator Information -> Info: Directors -> Director of Global Education -> Total Experience,integer,,False
11283,6,True,Administrator Information,Info: Directors,Director of Global Education,Experience at the school,Administrator Information -> Info: Directors -> Director of Global Education -> Experience at the school,integer,,False
11284,6,True,Administrator Information,Info: Directors,Director of Global Education,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of Global Education -> Total Years of Service at this School,integer,,False
11316,6,True,Administrator Information,Info: Directors,Director of Global Education,Department Representation on Board,Administrator Information -> Info: Directors -> Director of Global Education -> Department Representation on Board,choiceSingle,1,False
3391,,False,Administrator Information,Info: Directors,Director of HR,Staffed Position,Administrator Information -> Info: Directors -> Director of HR -> Staffed Position,choiceSingle,1,False
3394,6,True,Administrator Information,Info: Directors,Director of HR,Gender,Administrator Information -> Info: Directors -> Director of HR -> Gender,choiceSingle,98,False
13366,6,True,Administrator Information,Info: Directors,Director of HR,Ethnicity,Administrator Information -> Info: Directors -> Director of HR -> Ethnicity,choiceSingle,89,False
13438,6,True,Administrator Information,Info: Directors,Director of HR,Race,Administrator Information -> Info: Directors -> Director of HR -> Race,choiceSingle,90,False
11321,,False,Administrator Information,Info: Directors,Director of HR,Person of Color?,Administrator Information -> Info: Directors -> Director of HR -> Person of Color?,choiceSingle,1,False
3395,6,True,Administrator Information,Info: Directors,Director of HR,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of HR -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
3398,6,True,Administrator Information,Info: Directors,Director of HR,Total Experience,Administrator Information -> Info: Directors -> Director of HR -> Total Experience,integer,,False
3399,6,True,Administrator Information,Info: Directors,Director of HR,Experience at the school,Administrator Information -> Info: Directors -> Director of HR -> Experience at the school,integer,,False
3400,6,True,Administrator Information,Info: Directors,Director of HR,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of HR -> Total Years of Service at this School,integer,,False
11265,6,True,Administrator Information,Info: Directors,Director of HR,Department Representation on Board,Administrator Information -> Info: Directors -> Director of HR -> Department Representation on Board,choiceSingle,1,False
11289,,False,Administrator Information,Info: Directors,Director of International Studies,Staffed Position?,Administrator Information -> Info: Directors -> Director of International Studies -> Staffed Position?,choiceSingle,1,False
11292,6,True,Administrator Information,Info: Directors,Director of International Studies,Gender,Administrator Information -> Info: Directors -> Director of International Studies -> Gender,choiceSingle,98,False
13373,6,True,Administrator Information,Info: Directors,Director of International Studies,Ethnicity,Administrator Information -> Info: Directors -> Director of International Studies -> Ethnicity,choiceSingle,89,False
13445,6,True,Administrator Information,Info: Directors,Director of International Studies,Race,Administrator Information -> Info: Directors -> Director of International Studies -> Race,choiceSingle,90,False
11320,,False,Administrator Information,Info: Directors,Director of International Studies,Person of Color?,Administrator Information -> Info: Directors -> Director of International Studies -> Person of Color?,choiceSingle,1,False
11293,6,True,Administrator Information,Info: Directors,Director of International Studies,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of International Studies -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
11296,6,True,Administrator Information,Info: Directors,Director of International Studies,Total Experience,Administrator Information -> Info: Directors -> Director of International Studies -> Total Experience,integer,,False
11297,6,True,Administrator Information,Info: Directors,Director of International Studies,Experience at the school,Administrator Information -> Info: Directors -> Director of International Studies -> Experience at the school,integer,,False
11298,6,True,Administrator Information,Info: Directors,Director of International Studies,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of International Studies -> Total Years of Service at this School,integer,,False
11317,6,True,Administrator Information,Info: Directors,Director of International Studies,Department Representation on Board,Administrator Information -> Info: Directors -> Director of International Studies -> Department Representation on Board,choiceSingle,1,False
3079,,False,Administrator Information,Info: Directors,Director of Physical Plant,Staffed Position?,Administrator Information -> Info: Directors -> Director of Physical Plant -> Staffed Position?,choiceSingle,1,False
1997,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Gender,Administrator Information -> Info: Directors -> Director of Physical Plant -> Gender,choiceSingle,98,False
13369,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Ethnicity,Administrator Information -> Info: Directors -> Director of Physical Plant -> Ethnicity,choiceSingle,89,False
13441,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Race,Administrator Information -> Info: Directors -> Director of Physical Plant -> Race,choiceSingle,90,False
1994,,False,Administrator Information,Info: Directors,Director of Physical Plant,Person of Color?,Administrator Information -> Info: Directors -> Director of Physical Plant -> Person of Color?,choiceSingle,1,False
1990,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of Physical Plant -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
1991,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Total Experience,Administrator Information -> Info: Directors -> Director of Physical Plant -> Total Experience,integer,,False
2000,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Experience at the school,Administrator Information -> Info: Directors -> Director of Physical Plant -> Experience at the school,integer,,False
3359,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of Physical Plant -> Total Years of Service at this School,integer,,False
11274,6,True,Administrator Information,Info: Directors,Director of Physical Plant,Department Representation on Board,Administrator Information -> Info: Directors -> Director of Physical Plant -> Department Representation on Board,choiceSingle,1,False
3075,,False,Administrator Information,Info: Directors,Director of Public Relations/Communications,Staffed Position?,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Staffed Position?,choiceSingle,1,False
2022,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Gender,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Gender,choiceSingle,98,False
13364,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Ethnicity,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Ethnicity,choiceSingle,89,False
13436,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Race,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Race,choiceSingle,90,False
2020,,False,Administrator Information,Info: Directors,Director of Public Relations/Communications,Person of Color?,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Person of Color?,choiceSingle,1,False
2003,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
2016,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Total Experience,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Total Experience,integer,,False
2025,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Experience at the school,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Experience at the school,integer,,False
3351,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Total Years of Service at this School,integer,,False
11263,6,True,Administrator Information,Info: Directors,Director of Public Relations/Communications,Department Representation on Board,Administrator Information -> Info: Directors -> Director of Public Relations/Communications -> Department Representation on Board,choiceSingle,1,False
3081,,False,Administrator Information,Info: Directors,Director of Tech/Curriculum,Staffed Position?,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Staffed Position?,choiceSingle,1,False
2165,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Gender,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Gender,choiceSingle,98,False
13371,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Ethnicity,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Ethnicity,choiceSingle,89,False
13443,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Race,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Race,choiceSingle,90,False
2163,,False,Administrator Information,Info: Directors,Director of Tech/Curriculum,Person of Color?,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Person of Color?,choiceSingle,1,False
2160,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
2161,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Total Experience,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Total Experience,integer,,False
2168,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Experience at the school,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Experience at the school,integer,,False
3363,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Total Years of Service at this School,integer,,False
11314,6,True,Administrator Information,Info: Directors,Director of Tech/Curriculum,Department Representation on Board,Administrator Information -> Info: Directors -> Director of Tech/Curriculum -> Department Representation on Board,choiceSingle,1,False
3080,,False,Administrator Information,Info: Directors,Director of Technology/IT,Staffed Position?,Administrator Information -> Info: Directors -> Director of Technology/IT -> Staffed Position?,choiceSingle,1,False
2177,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Gender,Administrator Information -> Info: Directors -> Director of Technology/IT -> Gender,choiceSingle,98,False
13370,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Ethnicity,Administrator Information -> Info: Directors -> Director of Technology/IT -> Ethnicity,choiceSingle,89,False
13442,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Race,Administrator Information -> Info: Directors -> Director of Technology/IT -> Race,choiceSingle,90,False
2174,,False,Administrator Information,Info: Directors,Director of Technology/IT,Person of Color?,Administrator Information -> Info: Directors -> Director of Technology/IT -> Person of Color?,choiceSingle,1,False
2169,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Directors -> Director of Technology/IT -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
2170,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Total Experience,Administrator Information -> Info: Directors -> Director of Technology/IT -> Total Experience,integer,,False
2180,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Experience at the school,Administrator Information -> Info: Directors -> Director of Technology/IT -> Experience at the school,integer,,False
3361,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Total Years of Service at this School,Administrator Information -> Info: Directors -> Director of Technology/IT -> Total Years of Service at this School,integer,,False
11313,6,True,Administrator Information,Info: Directors,Director of Technology/IT,Department Representation on Board,Administrator Information -> Info: Directors -> Director of Technology/IT -> Department Representation on Board,choiceSingle,1,False
14074,,False,Administrator Information,Info: Directors,Institutional Researcher,Staffed Position?,Administrator Information -> Info: Directors -> Institutional Researcher -> Staffed Position?,choiceSingle,1,False
14078,6,True,Administrator Information,Info: Directors,Institutional Researcher,Gender,Administrator Information -> Info: Directors -> Institutional Researcher -> Gender,choiceSingle,98,False
14079,6,True,Administrator Information,Info: Directors,Institutional Researcher,Ethnicity,Administrator Information -> Info: Directors -> Institutional Researcher -> Ethnicity,choiceSingle,89,False
14080,6,True,Administrator Information,Info: Directors,Institutional Researcher,Race,Administrator Information -> Info: Directors -> Institutional Researcher -> Race,choiceSingle,90,False
14083,6,True,Administrator Information,Info: Directors,Institutional Researcher,Total Experience,Administrator Information -> Info: Directors -> Institutional Researcher -> Total Experience,integer,,False
14084,6,True,Administrator Information,Info: Directors,Institutional Researcher,Experience at the school,Administrator Information -> Info: Directors -> Institutional Researcher -> Experience at the school,integer,,False
14085,6,True,Administrator Information,Info: Directors,Institutional Researcher,Total Years of Service at this School,Administrator Information -> Info: Directors -> Institutional Researcher -> Total Years of Service at this School,integer,,False
14090,6,True,Administrator Information,Info: Directors,Institutional Researcher,Department Representation on Board,Administrator Information -> Info: Directors -> Institutional Researcher -> Department Representation on Board,choiceSingle,1,False
3072,,False,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Staffed Position?,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Staffed Position?,choiceSingle,1,False
1160,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Gender,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Gender,choiceSingle,98,False
13380,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Ethnicity,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Ethnicity,choiceSingle,89,False
13452,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Race,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Race,choiceSingle,90,False
1158,,False,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Person of Color?,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Person of Color?,choiceSingle,1,False
1136,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
1137,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Total Experience,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Total Experience,integer,,False
1163,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Experience at the school,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Experience at the school,integer,,False
3345,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Total Years of Service at this School,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Total Years of Service at this School,integer,,False
14395,5,True,Administrator Information,Info: Academic-Other Leaders,Athletic Director,Department Representation to the Board / Executive Team,Administrator Information -> Info: Academic-Other Leaders -> Athletic Director -> Department Representation to the Board / Executive Team,choiceSingle,1,False
3068,,False,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Staffed Position?,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Staffed Position?,choiceSingle,1,False
1604,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Gender,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Gender,choiceSingle,98,False
13377,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Ethnicity,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Ethnicity,choiceSingle,89,False
13449,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Race,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Race,choiceSingle,90,False
1602,,False,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Person of Color?,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Person of Color?,choiceSingle,1,False
1599,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
1600,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Total Experience,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Total Experience,integer,,False
1607,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Experience at the school,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Experience at the school,integer,,False
3337,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Total Years of Service at this School,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Total Years of Service at this School,integer,,False
14392,5,True,Administrator Information,Info: Academic-Other Leaders,Dean of Students,Department Representation to the Board / Executive Team,Administrator Information -> Info: Academic-Other Leaders -> Dean of Students -> Department Representation to the Board / Executive Team,choiceSingle,1,False
3070,,False,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Staffed Position?,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Staffed Position?,choiceSingle,1,False
1424,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Gender,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Gender,choiceSingle,98,False
13378,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Ethnicity,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Ethnicity,choiceSingle,89,False
13450,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Race,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Race,choiceSingle,90,False
1422,,False,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Person of Color?,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Person of Color?,choiceSingle,1,False
1419,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
1420,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Total Experience,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Total Experience,integer,,False
1427,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Experience at the school,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Experience at the school,integer,,False
3341,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Total Years of Service at this School,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Total Years of Service at this School,integer,,False
14393,5,True,Administrator Information,Info: Academic-Other Leaders,Director of College Counseling,Department Representation to the Board / Executive Team,Administrator Information -> Info: Academic-Other Leaders -> Director of College Counseling -> Department Representation to the Board / Executive Team,choiceSingle,1,False
3067,,False,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Staffed Position?,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Staffed Position?,choiceSingle,1,False
2121,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Gender,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Gender,choiceSingle,98,False
13376,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Ethnicity,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Ethnicity,choiceSingle,89,False
13448,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Race,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Race,choiceSingle,90,False
2119,,False,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Person of Color?,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Person of Color?,choiceSingle,1,False
2116,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
2117,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Total Experience,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Total Experience,integer,,False
2124,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Experience at the school,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Experience at the school,integer,,False
3335,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Total Years of Service at this School,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Total Years of Service at this School,integer,,False
14391,5,True,Administrator Information,Info: Academic-Other Leaders,Director of Studies,Department Representation to the Board / Executive Team,Administrator Information -> Info: Academic-Other Leaders -> Director of Studies -> Department Representation to the Board / Executive Team,choiceSingle,1,False
3097,,False,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Staffed Position?,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Staffed Position?,choiceSingle,1,False
3103,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Gender,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Gender,choiceSingle,98,False
13381,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Ethnicity,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Ethnicity,choiceSingle,89,False
13453,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Race,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Race,choiceSingle,90,False
3112,,False,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Person of Color?,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Person of Color?,choiceSingle,1,False
3099,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
3100,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Total Experience,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Total Experience,integer,,False
3106,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Experience at the school,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Experience at the school,integer,,False
3347,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Total Years of Service at this School,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Total Years of Service at this School,integer,,False
14396,5,True,Administrator Information,Info: Academic-Other Leaders,Head's Assistant,Department Representation to the Board / Executive Team,Administrator Information -> Info: Academic-Other Leaders -> Head's Assistant -> Department Representation to the Board / Executive Team,choiceSingle,1,False
3066,,False,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Staffed Position?,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Staffed Position?,choiceSingle,1,False
1657,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Gender,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Gender,choiceSingle,98,False
13375,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Ethnicity,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Ethnicity,choiceSingle,89,False
13447,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Race,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Race,choiceSingle,90,False
1655,,False,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Person of Color?,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Person of Color?,choiceSingle,1,False
1652,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
1653,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Total Experience,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Total Experience,integer,,False
1660,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Experience at the school,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Experience at the school,integer,,False
3333,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Total Years of Service at this School,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Total Years of Service at this School,integer,,False
14390,5,True,Administrator Information,Info: Academic-Other Leaders,Highest Paid Academic Dept. Head,Department Representation to the Board / Executive Team,Administrator Information -> Info: Academic-Other Leaders -> Highest Paid Academic Dept. Head -> Department Representation to the Board / Executive Team,choiceSingle,1,False
3071,,False,Administrator Information,Info: Academic-Other Leaders,Psychologist,Staffed Position?,Administrator Information -> Info: Academic-Other Leaders -> Psychologist -> Staffed Position?,choiceSingle,1,False
2032,5,True,Administrator Information,Info: Academic-Other Leaders,Psychologist,Gender,Administrator Information -> Info: Academic-Other Leaders -> Psychologist -> Gender,choiceSingle,98,False
13379,5,True,Administrator Information,Info: Academic-Other Leaders,Psychologist,Ethnicity,Administrator Information -> Info: Academic-Other Leaders -> Psychologist -> Ethnicity,choiceSingle,89,False
13451,5,True,Administrator Information,Info: Academic-Other Leaders,Psychologist,Race,Administrator Information -> Info: Academic-Other Leaders -> Psychologist -> Race,choiceSingle,90,False
2030,,False,Administrator Information,Info: Academic-Other Leaders,Psychologist,Person of Color?,Administrator Information -> Info: Academic-Other Leaders -> Psychologist -> Person of Color?,choiceSingle,1,False
2027,5,True,Administrator Information,Info: Academic-Other Leaders,Psychologist,Race / Ethnicity (through 2018-19),Administrator Information -> Info: Academic-Other Leaders -> Psychologist -> Race / Ethnicity (through 2018-19),choiceSingle,4,False
2028,5,True,Administrator Information,Info: Academic-Other Leaders,Psychologist,Total Experience,Administrator Information -> Info: Academic-Other Leaders -> Psychologist -> Total Experience,integer,,False
